Generator,Average,KS Test,Z Test,Chi Squared Test,Product of successive values,Correlation Coefficient
RY8Bit,127.34014,0.0053627450980392455,-0.6418271532392446,1.3052114285714287,0.24990912223616268,0.006376352372787738
Uniform1Bit,127.89077,0.006088627450980377,1.6156793881463256,1.9136,0.25153827947352614,4.499548979251557e-05
Uniform8Bit,127.40131,0.0045074509803921595,1.6854797878085768,0.8115657142857143,0.24991731224501368,0.00363852859860458
LCG,127.34634,0.0037541176470587967,13.001868803000692,0.49065142857142857,0.2498087136965157,0.0048863730534031155
KISS,127.48415,0.002308823529411752,23.317615064333303,0.49314285714285716,0.24782678076684805,-0.02529746134770303
Hadamard1Bit,127.25897,0.0053680392156862725,-1.556838916535975,1.0643657142857144,0.24907237861305975,0.0002007107082244725
Hadamard8Bit,127.64655,0.005817647058823594,2.6890711647280354,1.6277485714285715,0.2501609765040397,-0.004946063795788928
RY1Bit,127.26659,0.00553372549019604,-2.6135904644159624,1.4125714285714286,0.24910390787875678,0.00025040687999664646
RY8Bit,127.3877,0.0048343137254902024,1.7333846313269987,0.49179428571428574,0.24979534516606183,0.002795594552355903
Uniform1Bit,127.31209,0.004841764705882351,3.2541716906317304,0.62336,0.24910774551805068,-0.0018251185017793222
Uniform8Bit,127.84963,0.0056076470588235505,-0.9051715981669995,0.6718857142857143,0.25099592172391966,-0.004471805869881976
LCG,127.45272,0.0038890196078431305,17.40919953138903,0.9045257142857143,0.24942057909622115,-0.00473472318038574
KISS,127.57426,0.0025280392156863396,22.176110135263816,0.6315428571428572,0.24823367187920284,-0.024718334141016884
Hadamard1Bit,127.9296,0.006114509803921586,-2.2972075005171813,1.7773257142857144,0.2515592734550966,-0.0015536347804163781
Hadamard8Bit,127.38452,0.005199999999999982,-0.05000869202610382,0.6554057142857143,0.24946031774811786,-0.0010295544860721983
RY1Bit,127.53303,0.006234509803921484,2.877622189584933,1.8684342857142857,0.25030660764123996,0.0020651635568593825
RY8Bit,127.95585,0.006145098039215702,1.2183460083491533,2.710857142857143,0.251761691780703,-0.0003254918715974135
Uniform1Bit,127.56602,0.004652156862745099,-4.087079186256772,0.33952,0.2500365137446081,-0.0026620714145644256
Uniform8Bit,127.14403,0.0068782352941176295,3.3604355906593653,1.3344914285714287,0.2491205119663623,0.006141773062831237
LCG,127.7779,0.0046627450980392116,16.55840521563833,0.7346057142857143,0.250746192044771,-0.00415088151421365
KISS,127.53679,0.0024092156862745018,22.630582346527934,0.7740571428571429,0.24804783503429076,-0.025200377064173867
Hadamard1Bit,127.90649,0.005623529411764694,-3.1596942759204745,1.1082742857142858,0.25216795881914794,0.006821995976060718
Hadamard8Bit,127.32397,0.004098431372549019,3.7001393731039567,0.3733485714285714,0.24944088441269138,0.0015703599622910614
RY1Bit,127.38255,0.004683333333333373,-0.06620261329308175,0.3863542857142857,0.24957614989452212,0.0004365213028683875
RY8Bit,127.14437,0.0049670588235294355,2.5243135044692133,1.7684114285714287,0.248478006348691,-0.0015748600815966953
Uniform1Bit,127.40857,0.005397843137254915,-2.3854882423284645,0.9034057142857144,0.24957130617057563,-0.0008259890232750964
Uniform8Bit,127.74884,0.004538235294117565,-0.729291484966566,1.3834514285714286,0.25130560386726325,0.0039262187187764875
LCG,127.22668,0.0044692156862745636,16.92092770184865,1.1669485714285714,0.2494870440438337,0.00667370955058291
KISS,127.48694,0.0023182352941176765,21.37935266641606,0.7041142857142857,0.24789629826325305,-0.024654290395493578
Hadamard1Bit,126.94384,0.007050196078431381,1.3247699330842475,1.3783085714285714,0.24811170741464852,0.003444966423717012
Hadamard8Bit,127.57487,0.0049235294117647155,-1.0307511049749456,0.6399771428571429,0.25071747295711927,0.005035207210368664
RY1Bit,127.3663,0.004097450980392159,4.4901905008795095,0.6183542857142857,0.24945254942745554,-0.00028554943132393177
RY8Bit,127.29813,0.00418686274509804,-0.6545669418358901,0.5184914285714286,0.24959368117325828,0.004600897291345538
Uniform1Bit,127.57739,0.004991764705882348,-1.225040714316493,1.1531885714285715,0.25036769952474097,0.000760548423055698
Uniform8Bit,127.61628,0.00422,-0.9160946809937751,1.0373485714285715,0.2503249541530382,-0.0015676390173516846
LCG,127.20973,0.005453725490196071,13.714018463962594,0.5789485714285715,0.2493656304498435,0.00599117827479646
KISS,127.46011,0.0024594117647058766,21.506772535896737,0.7075657142857144,0.24779454376627624,-0.024540909364042216
Hadamard1Bit,127.88392,0.007180588235294105,-3.784445059820924,1.3015314285714286,0.25156903564421723,0.0007055936171740599
Hadamard8Bit,127.61326,0.004597058823529454,-0.6748043409342401,1.216937142857143,0.25074984006279366,0.0036149844298591512
RY1Bit,127.49221,0.00471372549019608,2.2278937379959913,0.92128,0.24974735452852334,-0.002647120118356819
RY8Bit,127.69094,0.005967254901960817,1.3660414008584967,1.22768,0.2505126599901138,-0.002796320061043884
Uniform1Bit,127.02714,0.006287647058823537,1.427507021849997,1.8496685714285714,0.24858026880922154,0.005105446422356022
Uniform8Bit,127.12017,0.005564509803921591,-0.5087734330829552,1.0224914285714286,0.24816295544731673,-0.004137813086818805
LCG,127.67019,0.004732745098039226,15.584987890016718,2.1693942857142856,0.25099287440394225,0.00389247711111776
KISS,127.51196,0.0022982352941176565,22.35579328025974,0.48130285714285714,0.24793253945611515,-0.025298423416086468
Hadamard1Bit,127.43691,0.005435490196078432,-2.9986181432727226,1.1577371428571428,0.24945440811578046,-0.0035510018925202728
Hadamard8Bit,127.80377,0.00592941176470585,-1.3181271109989132,1.4832228571428572,0.2511714602728463,-0.00021059751313486354
RY1Bit,127.60316,0.004579607843137268,-0.5295313791904662,1.0590857142857144,0.2505090425760069,0.0011921153182468727
RY8Bit,127.34193,0.005480980392156859,0.8141915139171823,0.8500114285714286,0.2487604517721415,-0.007402353856261447
Uniform1Bit,127.37523,0.004647058823529407,0.7929403378906567,0.55072,0.24957960690718006,0.0008579114948770792
Uniform8Bit,127.34734,0.0047917647058823565,0.22995074232868476,0.40217142857142857,0.249043627229812,-0.004256535053816105
LCG,127.13791,0.004898627450980353,14.249389582824959,1.2184457142857144,0.24886895358764888,0.003452039506068955
KISS,127.56362,0.002449411764705922,21.556734463387677,0.6996342857142858,0.24818542472237567,-0.024772994333863572
Hadamard1Bit,127.35367,0.004830000000000001,0.6337484413299123,0.2712457142857143,0.24942394260543813,-4.3514655062373936e-05
Hadamard8Bit,127.33576,0.004937450980392159,-3.6647247173688138,0.4857828571428572,0.2493233029216095,-0.00038510436556465525
RY1Bit,127.79601,0.0055362745098039845,-2.4117953250482635,0.5978971428571429,0.2508939417729423,-0.0031572106212828764
RY8Bit,127.36245,0.005196078431372542,0.6882696259143984,1.0413257142857144,0.2494479187006405,-0.0001925591659623959
Uniform1Bit,127.57167,0.004085294117647131,4.395097261639683,0.4402971428571429,0.2504042961229305,0.0014341159206940283
Uniform8Bit,127.51609,0.005110392156862709,1.2276829971790408,0.8059428571428572,0.2503533731992451,0.0035024970107040867
LCG,127.2664,0.004169019607843133,12.63996007347421,1.2664457142857144,0.24908345092678127,2.641110698448793e-05
KISS,127.5442,0.0023992156862744918,23.605973070042307,0.77344,0.24807777781737875,-0.025154939124686488
Hadamard1Bit,127.30405,0.005002549019607838,-3.9698465855765193,0.32032,0.2489351209544402,-0.003530685718583177
Hadamard8Bit,127.61973,0.0053027450980392965,-2.7662920102543556,0.4649371428571429,0.2503017488460129,-0.0020101932997933017
RY1Bit,127.44722,0.004550588235294119,0.3616448743665139,1.1272914285714286,0.2497030100635489,-0.0010591133031899417
RY8Bit,127.42039,0.004700196078431376,-0.7783318381660135,0.5406628571428571,0.2495537198355449,-0.0016498594847276272
Uniform1Bit,127.51502,0.004587450980392156,0.581937266838607,0.6414628571428572,0.25003586198876177,-0.00029860158571590667
Uniform8Bit,127.65038,0.005260196078431423,-3.4467577039399835,1.4384914285714285,0.25108112103804686,0.005827414436580024
LCG,127.29352,0.003947843137254825,16.667085711010174,0.8016228571428572,0.24936268509166962,0.00206803186144276
KISS,127.48153,0.0024092156862745018,22.14799017349477,0.7026971428571429,0.24787569105987223,-0.02461090518956894
Hadamard1Bit,127.5475,0.004860784313725497,-1.8948059555468153,0.6772114285714286,0.2502717111753929,0.0010212931373340705
Hadamard8Bit,127.06916,0.0061439215686274196,1.4694223648333007,0.8851428571428572,0.24852681391096648,0.0025932058772549812
RY1Bit,127.93091,0.006464117647058898,-3.948124512878291,1.5453485714285715,0.2511901754157834,-0.0059679690584574655
RY8Bit,127.25582,0.0048905882352941465,-0.6003667673944684,0.40571428571428575,0.2492403152405196,0.0023606359889634695
Uniform1Bit,127.53047,0.0041199999999999995,-2.440507081653925,0.5807542857142858,0.24962469647763835,-0.005921032194103232
Uniform8Bit,127.81211,0.005393333333333361,-2.4223911281381727,1.0532342857142858,0.2509729015783069,-0.003047314009629
LCG,127.39379,0.004039607843137227,16.596717089466555,1.0680685714285714,0.24926945432468234,-0.003825745591282488
KISS,127.47505,0.002330980392156845,21.04289832740974,0.6878857142857143,0.24781905935168544,-0.02496886585674932
Hadamard1Bit,127.45194,0.005722941176470597,-0.9967026818626573,0.8122971428571429,0.2496957667769703,-0.001381298935931155
Hadamard8Bit,127.82163,0.0058141176470587475,-4.908568343472694,1.2727314285714286,0.250962781061874,-0.0035776817328454992
RY1Bit,127.57934,0.004905882352941093,-3.6647943200167603,0.45728,0.25029709997215016,-0.0001476987606479758
RY8Bit,127.43315,0.005559803921568629,0.4489461756348137,0.7102628571428572,0.24996656025768288,0.002752277261647534
Uniform1Bit,127.4834,0.005217058823529408,-1.4513317866800222,0.21899428571428572,0.24992543750888666,-9.978867786282211e-05
Uniform8Bit,128.26823,0.007454705882352974,0.8569395137827234,2.1490057142857144,0.253228436013696,0.002466316413503387
LCG,127.25874,0.004417254901960765,16.286727756210773,1.52464,0.2489693974986636,-0.0010846356047715213
KISS,127.52936,0.0023772549019608347,22.74606143626507,0.4672,0.24799772949671223,-0.02535959349957602
Hadamard1Bit,127.67916,0.004961764705882388,2.027107224636527,0.8070857142857143,0.25043667845367523,-0.0032075406176884994
Hadamard8Bit,127.49265,0.005710588235294134,-0.08540573921775295,1.8993371428571428,0.250079717098589,0.0013076994901726282
RY1Bit,126.94637,0.007039803921568555,-2.0240762270491772,1.3479085714285715,0.24821123090123587,0.004529641203905764
RY8Bit,126.9259,0.006095294117646977,-2.1490502159610525,1.2341257142857143,0.24769951259681725,-0.000630808223150941
Uniform1Bit,126.81136,0.007714313725490196,1.6773124672153736,1.7429257142857144,0.24728217493631877,-0.0003028406753296236
Uniform8Bit,127.12264,0.005786078431372577,-0.8900149837147413,1.0658057142857142,0.24878032048293838,0.0030443190615377447
LCG,127.64634,0.0038962745098039264,12.285985075959326,1.1554514285714286,0.25037727193881243,-0.002392321145845441
KISS,127.55065,0.0024394117647058566,22.95032345462552,0.7782857142857144,0.24817356193554344,-0.024335724533289454
Hadamard1Bit,127.07818,0.00539470588235294,3.7784600223106315,1.22512,0.248675114509698,0.003889985090606814
Hadamard8Bit,127.55259,0.003932745098039203,1.486301586918695,0.46502857142857146,0.25007645770421283,-0.0015692157806657578
RY1Bit,127.35999,0.004643333333333333,0.5415855056658622,0.6021485714285715,0.24919145139163665,-0.0030746065230492113
RY8Bit,127.26536,0.005658235294117631,1.4827195341464294,0.5912685714285715,0.24905288099401787,-0.0003154099017629715
Uniform1Bit,127.36979,0.004525882352941178,0.32031572135156366,0.16269714285714287,0.24918833286756684,-0.0035734230849134405
Uniform8Bit,127.44833,0.004579411764705887,-5.3196785883164655,0.5177142857142857,0.25003464013878884,0.0028054783232273825
LCG,127.3066,0.005534705882352942,14.347522604472084,1.6922057142857143,0.24917314624895598,-0.0007986245169147037
KISS,127.50813,0.002190392156862786,22.29133145859286,0.7122742857142857,0.2479524950574386,-0.02497893770538717
Hadamard1Bit,127.45741,0.004296862745098107,-1.0645014547632723,0.64496,0.24954952632955643,-0.0033809889603790225
Hadamard8Bit,127.53389,0.00433843137254902,2.195439198149416,0.64688,0.25044031109284864,0.0037047551139371402
RY1Bit,127.75359,0.005873333333333286,0.3302471755991171,0.9002971428571429,0.251024235732557,0.00037565516294913137
RY8Bit,127.95931,0.005656666666666643,0.27090994906508653,0.6127542857142857,0.2518670349333264,0.0007379517376372094
Uniform1Bit,127.29246,0.004274705882352958,2.116850138495796,1.1879771428571428,0.2493671932490156,0.002147810713021783
Uniform8Bit,126.96916,0.005786274509803846,-2.569121497370158,1.78064,0.24804627731013712,0.0014961448853389003
LCG,127.55732,0.004216862745098027,13.94560072106311,1.6125257142857143,0.25052053073394653,0.0035551845193000893
KISS,127.49922,0.0023072549019607924,22.48405701429044,0.7648228571428571,0.24790892414883503,-0.025077723066401488
Hadamard1Bit,127.36639,0.004814705882352943,-2.6072394161650267,0.6071314285714285,0.24994557596479272,0.005601614181944311
Hadamard8Bit,127.66243,0.004834313725490258,0.9739957161601561,0.5653485714285714,0.2506205855599502,-0.00019095834164347157
RY1Bit,127.29465,0.004445294117647058,-4.571437308278706,0.5048457142857143,0.24914596166338215,-0.0005529028409196765
RY8Bit,127.30218,0.005983921568627454,-3.463292466461845,1.1801142857142857,0.24924992148806613,0.0002692209803897328
Uniform1Bit,127.71466,0.004413921568627521,-0.895197273046932,0.5747885714285714,0.25072046552837707,-0.0015133942637408787
Uniform8Bit,127.61374,0.00442666666666669,3.268871745811507,1.5356342857142857,0.250159663611245,-0.0033889722389629606
LCG,127.43756,0.004350392156862726,13.691129042807061,2.66032,0.24977202051912892,0.00023996283199677066
KISS,127.45687,0.002538039215686294,23.902787061149898,0.6352,0.24775433113808293,-0.024905824678940747
Hadamard1Bit,127.26345,0.006910196078431352,1.7024518839585794,2.2080228571428573,0.2487693544371077,-0.003563948061589789
Hadamard8Bit,127.78474,0.006282352941176517,-0.8132335614365286,1.0801142857142858,0.25150871147311415,0.004599328784457971
RY1Bit,127.31153,0.004965294117647068,-1.8974967524322792,0.9565942857142857,0.24897788662623077,-0.0033868689732853836
RY8Bit,127.62714,0.004819215686274525,1.8755792807064287,0.7209142857142857,0.250846161979495,0.00413829515490924
Uniform1Bit,127.69738,0.00427901960784316,0.43772721438894174,2.1649828571428573,0.2507693704388026,-8.603873801555053e-05
Uniform8Bit,127.62645,0.005556078431372513,1.5088010838527932,0.5230857142857143,0.25062961433151265,0.0015774051717031311
LCG,127.97115,0.006380588235294082,16.451689229528416,1.2320914285714286,0.2514463412992471,-0.004844977351040089
KISS,127.55953,0.0024096078431372625,21.36558364098762,0.5168914285714286,0.24813380113808928,-0.02518061537769785
Hadamard1Bit,127.44462,0.0044617647058823595,-0.5873033882079614,0.3543085714285714,0.2498562561942384,0.0008762846419760185
Hadamard8Bit,127.58424,0.005427843137254862,1.9388618031496645,1.0046171428571429,0.2503452411686726,0.00018169077331482575
RY1Bit,127.59181,0.004845098039215734,-0.292195620052232,0.42891428571428575,0.2505447110603347,0.002154596555940436
RY8Bit,127.45036,0.005308627450980374,-0.06496497841269576,1.2914285714285714,0.24996837603901104,0.0019272440562851962
Uniform1Bit,127.85483,0.00594960784313725,3.0229506337275445,0.8737828571428572,0.25157280746202304,0.002114552851306568
Uniform8Bit,127.50399,0.004831176470588172,-5.12464618159442,0.3142857142857143,0.2498228339453707,-0.002272800070987757
LCG,127.17117,0.005415294117647074,14.164450252674673,0.46934857142857145,0.248453670080722,-0.003071532752474382
KISS,127.55544,0.00251529411764706,21.578009596531984,0.6925485714285714,0.24816895904445516,-0.024575007523582847
Hadamard1Bit,127.38109,0.005697058823529416,0.6892273666821023,1.0058514285714286,0.24901542794743664,-0.006154330259298849
Hadamard8Bit,127.27697,0.006575686274509801,2.286253168552865,1.5938742857142858,0.24859513954616755,-0.006247341958536039
RY1Bit,127.76294,0.0058760784313725,2.5971047843567736,0.5806857142857144,0.25088683674226303,-0.001739410578676076
RY8Bit,127.39282,0.005284509803921575,2.5525031704259034,1.9908342857142858,0.24936442151810637,-0.002589201172323666
Uniform1Bit,127.60388,0.004314313725490182,-0.9692467718478168,0.22985142857142857,0.2507808036942321,0.004404810150288487
Uniform8Bit,127.35463,0.005920980392156827,0.9394931688480536,1.9269257142857144,0.2493347441740433,-0.0011322295024750325
LCG,127.27155,0.004318823529411819,15.608827610623953,1.8128685714285715,0.2487895519478053,-0.003742250870941174
KISS,127.49505,0.002399019607843167,24.18390455046329,0.8010057142857143,0.24792442434228326,-0.024671963579313595
Hadamard1Bit,127.5041,0.004344509803921565,-2.6999634147543503,0.4402057142857143,0.24981706887426575,-0.002407895000179815
Hadamard8Bit,127.72121,0.005763921568627484,2.378057283806688,1.2880685714285716,0.2509815069700093,0.0013778932010094773
RY1Bit,127.2336,0.006214313725490195,0.48549708300355077,1.1816,0.24955980478682271,0.007167277083366464
RY8Bit,127.59419,0.004743725490195971,-0.4699112269802598,0.5190171428571428,0.2502270346809586,-0.0016856776792888541
Uniform1Bit,127.18543,0.005333921568627456,-0.23075109720447254,0.8758857142857143,0.24905081961238834,0.0033711134759296536
Uniform8Bit,127.29891,0.0049792156862745185,-3.8451635874080377,1.137417142857143,0.2488503862355056,-0.004258706350277474
LCG,127.21845,0.004698627450980375,17.104428378507723,2.857051428571429,0.24901814062354075,0.0014711089723941407
KISS,127.49646,0.002249215686274564,21.170980473202906,0.7115428571428571,0.24789652110285126,-0.025050402597293936
Hadamard1Bit,127.41806,0.004722745098039216,-2.477091030999865,0.71552,0.24990961112994356,0.0027606221122332807
Hadamard8Bit,127.62437,0.004776470588235271,1.7600819809502357,0.5461485714285714,0.2501904856034357,-0.0035583766516644106
RY1Bit,127.46223,0.005786666666666662,1.480851084425983,0.8676114285714286,0.24975899370681146,-0.0010904804072777953
RY8Bit,127.13707,0.005246470588235297,4.613108893492263,1.7608457142857143,0.24855632178005338,-0.0002273708324229673
Uniform1Bit,127.47766,0.004519019607843178,-0.6293401503981524,0.4712457142857143,0.2496604198644822,-0.0030138021368114128
Uniform8Bit,127.55881,0.004259215686274506,-1.5953975258417377,0.8344,0.2501441002107073,-0.0010060744972570132
LCG,127.22418,0.00578843137254903,13.432813603174269,1.7680228571428571,0.24865551185307955,-0.0031808980071562133
KISS,127.4565,0.002428039215686295,22.33492591719424,0.6128685714285714,0.24774594304958844,-0.02495903047652188
Hadamard1Bit,127.45756,0.005480392156862746,-0.19853855294052195,0.92608,0.24978894679373534,-0.000515708038290812
Hadamard8Bit,127.77715,0.005031764705882402,0.6617730884148905,0.6621942857142857,0.25104767833529595,-0.0005111735300602214
RY1Bit,128.05393,0.00721705882352941,0.7650667916766307,1.9842285714285715,0.2525891305818039,0.004929961058163423
RY8Bit,127.67097,0.0048756862745098495,-0.7600512344309664,0.36578285714285713,0.25100278007778093,0.003938925671976013
Uniform1Bit,127.41875,0.004271764705882419,0.3758376319994912,0.5127542857142857,0.24938822321710108,-0.003457305972934906
Uniform8Bit,127.06296,0.006885098039215665,0.5353531965390642,1.48496,0.24837075867874503,0.0009638925319515915
LCG,127.5746,0.0036062745098039417,14.774264963532495,1.063062857142857,0.2502557491549515,-0.0004712737955460246
KISS,127.58474,0.002579607843137266,21.350377099772434,0.5530742857142857,0.2482247724438036,-0.025241359284981474
Hadamard1Bit,127.26682,0.004369215686274519,0.5711110770832252,1.4645485714285715,0.24915847543711608,0.0008829847387030104
Hadamard8Bit,127.57126,0.004167058823529413,-0.17436238733215234,0.49014857142857143,0.25055731218596244,0.0032841367253226106
RY1Bit,127.32941,0.004918235294117612,-1.8574721162417744,1.7110857142857143,0.24856641046226158,-0.009172753505631374
RY8Bit,127.43038,0.005762549019607821,-3.3494268714413744,0.7034742857142857,0.2501013920558271,0.004421347599359584
Uniform1Bit,127.45655,0.00495078431372549,-1.8772240872239006,0.7396571428571429,0.25004686878856486,0.002623772601585257
Uniform8Bit,127.42226,0.004769215686274517,2.967965322446191,0.29609142857142856,0.24948519658206708,-0.0024786643899799296
LCG,128.09203,0.0076323529411764235,14.531032322131836,2.68448,0.25237971287825417,0.0006275816539450824
KISS,127.53213,0.002299215686274503,21.98538359945567,0.7432228571428572,0.24808922076148993,-0.02446529236564797
Hadamard1Bit,127.78146,0.005326274509803941,-3.494794201666319,0.42400000000000004,0.2511280040904954,0.0002389115784794156
Hadamard8Bit,127.4839,0.004555294117647102,0.5156621820569679,1.1306514285714286,0.2499235554447023,-0.00015212325934236404
RY1Bit,127.08917,0.006807254901960796,-0.8645949081127747,1.1965485714285715,0.24845705204456528,0.0007735007758478253
RY8Bit,127.37827,0.004605882352941175,0.9769536575022286,0.6219885714285714,0.24924813277352514,-0.003270753993224593
Uniform1Bit,127.3451,0.004710784313725486,2.2389421091502117,0.34187428571428574,0.2493764596238802,-0.0001744464273856391
Uniform8Bit,127.36875,0.004549411764705913,-4.4338909917233025,1.75264,0.24961791163471114,0.0016287192259531215
LCG,127.3938,0.0034835294117647186,16.26543811045706,0.6058742857142857,0.2501022715725039,0.006158751838089948
KISS,127.49983,0.002279019607843158,22.144146787291074,0.7737142857142858,0.24792215150140828,-0.024944421281695793
Hadamard1Bit,127.87622,0.005597843137254865,-0.2421739691542314,0.8283885714285715,0.2516999638277801,0.0026334660732666927
Hadamard8Bit,127.44352,0.005391764705882429,-1.4674473015249336,1.2359085714285716,0.2501038848143205,0.003867491011873698
RY1Bit,127.85845,0.005885294117647044,-1.9951564660997825,0.9448914285714286,0.2513468565673774,-0.0006845520544542218
RY8Bit,127.40772,0.005247254901960791,-0.7526042994331874,1.1779428571428572,0.24962668511729055,-0.00013308489906802538
Uniform1Bit,127.28023,0.004837058823529361,-3.7427381095817847,1.4087542857142858,0.2487528856834142,-0.004587194875749079
Uniform8Bit,127.48722,0.004421372549019642,-2.332120474429032,0.8681142857142857,0.2497688023400816,-0.0021565304557475276
LCG,127.74088,0.0044750980392157524,9.002803507053509,0.3685257142857143,0.2513137469706118,0.00436418723832206
KISS,127.48851,0.0023478431372549458,22.225930685556285,0.70576,0.247889847602821,-0.024779112615106662
Hadamard1Bit,127.38305,0.004309019607843134,-2.34841076537557,1.1301257142857144,0.24982704882796952,0.003384175512636492
Hadamard8Bit,127.43608,0.00402,0.26792367617816804,0.8184914285714286,0.2495276426812687,-0.002657363543618814
RY1Bit,127.56597,0.005297843137254898,-1.2084896716718172,1.4383542857142857,0.2503510546831691,0.0011408238265691788
RY8Bit,127.25207,0.005777058823529413,-0.9143545708283058,2.3560685714285716,0.24863390933025148,-0.004718092859465653
Uniform1Bit,127.75787,0.0048156862745097895,2.885539241587469,0.8472685714285715,0.250956242588184,-0.0006518864794953751
Uniform8Bit,127.7172,0.005850196078431402,0.5051211644343826,1.230697142857143,0.25057592505952203,-0.0032675429359037135
LCG,127.34186,0.003762745098039255,12.98389408250016,1.9072685714285715,0.24916297175275032,-0.002624437178389072
KISS,127.47652,0.002328039215686306,21.99624431560483,0.5285257142857143,0.24781341669625936,-0.025113820863774214
Hadamard1Bit,127.56948,0.004575294117647059,1.9771474734375571,0.9251657142857144,0.24996236536759886,-0.003700035288933412
Hadamard8Bit,127.35474,0.004911960784313774,0.3480385852324706,0.8522971428571429,0.24963595287625123,0.0024800865549396015
RY1Bit,127.8249,0.0056205882352940995,3.9654663833666546,1.3793371428571428,0.2509718685806625,-0.0036711178023922098
RY8Bit,127.54788,0.004332156862745018,-3.537348466882431,0.9977600000000001,0.25093094268120386,0.008888805494285279
Uniform1Bit,127.65395,0.005176078431372522,2.7782662226196173,2.7371885714285717,0.25037604685927584,-0.0027350449886816377
Uniform8Bit,127.44141,0.005353333333333321,-2.4795219447722485,1.7856685714285716,0.24976099249650646,-0.00014362171007789015
LCG,127.70131,0.005153725490196104,13.526222201422028,1.4279542857142857,0.2507119410294401,-0.0009023787360743957
KISS,127.56406,0.002498039215686254,24.040946912356436,0.5669942857142858,0.24817099628128214,-0.024938029060075813
Hadamard1Bit,127.41919,0.004132156862745099,-3.1658395439337927,1.2654400000000001,0.2491752685308452,-0.00605675788090993
Hadamard8Bit,127.31443,0.004873921568627454,-0.524801327696193,0.6096685714285714,0.2490489283208859,-0.0026972632912922985
RY1Bit,127.38917,0.004697843137254909,1.1948530883925166,0.6529371428571429,0.2496071261366153,0.00048230000556052173
RY8Bit,127.2585,0.0053676470588235325,-1.3553792619635086,1.3855314285714286,0.24910608860029124,0.0006320951961319239
Uniform1Bit,127.29181,0.004610392156862736,1.0272794669715521,0.7647542857142857,0.24885338818786454,-0.0039370108154032375
Uniform8Bit,127.63873,0.0059454901960783735,-3.194841658811192,2.0877942857142857,0.2499303730445985,-0.007279460917994577
LCG,127.46238,0.00441686274509806,13.108927614725323,1.9299428571428572,0.25016041456069965,0.003744420410433535
KISS,127.52923,0.002319215686274523,23.92509173708807,0.7967085714285714,0.24803125970513915,-0.025055604303774105
Hadamard1Bit,127.81974,0.005408823529411744,-0.2195036668771495,1.8464,0.25144297225363305,0.002263125927375713
Hadamard8Bit,127.61861,0.004967450980392196,3.596762506324985,0.6160457142857143,0.2502044000832148,-0.0031175481968971127
RY1Bit,127.73631,0.005517254901960755,0.20349933541180285,1.27408,0.2509591694917324,0.0003607681410347255
RY8Bit,127.48482,0.004699607843137256,2.1185834173031592,0.3914971428571429,0.25000947202859264,0.0008069905554991748
Uniform1Bit,127.38431,0.004033333333333333,0.8800855252318543,0.20649142857142858,0.24933613088533738,-0.002498035011538882
Uniform8Bit,127.46402,0.004808235294117641,-2.0579630055795315,0.8720685714285714,0.24959388648096067,-0.0031422512606125337
LCG,127.52302,0.0034058823529411475,13.976887529373272,1.7812342857142858,0.24948655299701533,-0.007297811268014955
KISS,127.51999,0.00230882352941178,22.696364062115805,0.7416685714285715,0.24802820054344465,-0.02464380162829176
Hadamard1Bit,127.50777,0.005022156862745097,-2.0020223368933276,0.5482057142857143,0.25045193166272156,0.0050325446916187335
Hadamard8Bit,127.45767,0.0044492156862745436,2.149295975726329,0.5975771428571429,0.24995459166433315,0.0014491311465322457
RY1Bit,127.51502,0.004574901960784361,3.904841454734646,0.7643657142857143,0.2505979254333099,0.006373224754160578
RY8Bit,127.73641,0.0067947058823529805,2.381471653638332,0.98192,0.2505970168505967,-0.003961298737327141
Uniform1Bit,127.4515,0.004990196078431375,-2.973905689045787,0.17152,0.25001377580096007,0.0024547654054640237
Uniform8Bit,127.34018,0.00466843137254902,-1.612474133383846,0.8994057142857144,0.24947432188662536,0.0012079115729238857
LCG,127.08052,0.005255686274509785,16.67936037497781,1.1127085714285714,0.24847622070991873,0.0013837221051478733
KISS,127.47547,0.0023678431372549102,22.809178575545282,0.73344,0.24783975513726747,-0.024734549305573002
Hadamard1Bit,127.86619,0.0051405882352941745,1.3511811079577862,0.73632,0.2517338117633372,0.0035089160684529538
Hadamard8Bit,127.50753,0.004301764705882394,2.4074560273625907,0.35094857142857144,0.25044109064696857,0.004907330817307721
RY1Bit,127.70414,0.0051670588235294135,0.43118854980574794,0.9932342857142857,0.2509905409703845,0.0022391903814230766
RY8Bit,127.36318,0.0057676470588234885,0.24920529166288083,0.6616228571428572,0.24897164819398915,-0.00586136594190807
Uniform1Bit,127.48941,0.005108235294117636,-2.2786746886468965,0.27499428571428575,0.2503886999654312,0.0051298187208291424
Uniform8Bit,127.54383,0.004838235294117643,2.27573309811812,0.36098285714285716,0.2502213154388346,0.000586867153998225
LCG,127.36461,0.004469411764705888,14.245668771283077,0.7190171428571429,0.24967331826335726,0.0024400896995136066
KISS,127.48382,0.0023388235294117543,21.805545140598255,0.47104,0.2478326816332384,-0.025183188051674223
Hadamard1Bit,127.36168,0.004774313725490198,3.055318778275418,0.4994514285714286,0.24955033571866267,0.0010660283372491267
Hadamard8Bit,127.39772,0.004425294117647055,-1.147631014337277,0.7493714285714286,0.24967601433030628,0.0009217498952032852
RY1Bit,127.45585,0.004561764705882432,-0.46941445144965405,0.08562285714285714,0.24987481724105937,0.0005675206232879561
