Hadamard_1bit,Hadamard_8bit,RY_1bit,RY_8bit,Uniform_1bit,Uniform_8bit,LCG,KISS
3.0570089,0.9021341999999999,3.8550652999999997,0.7370429999999999,3.7969875999999996,0.9698548000000002,0.033782100000053106,0.23521520000008422
3.7532773000000006,1.0483778999999984,3.552120800000001,0.7345872,3.899152000000001,0.9652141000000007,0.03395750000004227,0.2357548999998471
3.7953378999999963,0.9598999999999975,3.976230000000001,0.6763896000000003,3.762908799999998,0.9835999000000015,0.03382870000018556,0.2347028000001501
3.8132917000000006,0.9804111999999989,3.792901900000004,0.680616299999997,3.7533315000000016,1.0538774999999987,0.033780200000137484,0.2350485000001754
3.8173768999999993,1.0416396999999975,3.9294770999999997,0.6750894999999986,3.868537500000002,0.9765877999999901,0.03379870000003393,0.23532939999995506
3.85389339999999,0.9956255000000027,3.590504100000004,0.6787740999999983,3.7442106000000024,0.9655084000000045,0.03378189999989445,0.2359382000001915
3.9481871999999925,1.0532744000000065,3.568990999999997,0.6780734999999964,3.7633591000000024,0.9747218000000117,0.034131699999988996,0.23481979999996838
4.003544599999998,1.065061700000001,3.9708313999999945,0.6959482000000037,3.911444599999996,0.9779250999999931,0.03379599999993843,0.23426539999991292
3.7946136000000052,0.984652099999991,3.5943570000000022,0.6796262999999954,3.7597980999999976,0.9721779999999853,0.03379929999982778,0.2347420000000966
4.136479199999997,0.9704997999999989,3.5602216000000055,0.6815110999999945,3.7703902000000085,0.9646438000000046,0.03380440000000817,0.23486960000013823
3.7460403999999983,0.9913813999999945,3.605861500000003,0.6785940000000039,3.7660214999999937,0.9639182999999889,0.03380290000018249,0.24081200000000536
3.7748492000000056,0.9837030999999854,3.894439800000015,0.6813022999999987,3.7705807999999763,0.9611390999999969,0.03379500000005464,0.2348186999997779
3.7742179999999905,0.9638404000000094,3.5815272999999763,0.6831351999999811,3.8540171000000214,1.0619240999999988,0.03381579999995665,0.23428760000001603
3.806846300000018,1.0186592000000019,3.573860300000007,0.7853114000000119,3.761143699999991,0.9727750000000128,0.03378459999998995,0.23382040000001325
4.153144400000002,0.9850773999999944,3.5731585000000052,0.6858376999999791,3.7622988999999905,0.9655473999999913,0.03379199999994853,0.23444469999981266
3.7648750999999834,0.9664761999999882,3.629567900000012,0.6748637999999971,3.7629625000000146,0.9702786000000003,0.03375970000001871,0.23513769999999568
3.7765959999999836,0.9707761999999889,3.5885279000000025,0.6829935999999748,3.8658319999999833,0.9810559000000012,0.03379739999991216,0.23406260000001566
3.936367199999978,0.9916802000000189,3.572145899999981,0.6811383999999805,3.7527625999999827,0.9979099999999903,0.03378429999997934,0.23504540000021734
3.8542861000000244,1.0760879999999702,3.594027799999992,0.6815282000000025,3.806496299999992,0.9729866000000129,0.0337362000000212,0.3017597000000478
3.8333469000000377,0.9655993999999737,3.6114041999999813,0.6823985999999991,3.8198381999999924,1.0444855999999731,0.03375559999994948,0.3279483999999684
3.810705100000007,1.002117700000042,3.764284900000007,0.6756057999999712,3.971383200000048,0.9653447999999685,0.033736599999883765,0.32840139999984785
3.8809428999999795,0.9701759999999808,3.671394399999997,0.6984209000000305,3.8050159999999664,0.9961933999999815,0.03373280000005252,0.26947229999996125
3.7697666000000254,0.9670935999999983,3.6547363000000246,0.6905130000000099,3.798283500000025,1.0383577999999716,0.03374319999988984,0.23443410000004405
3.8206062999999517,0.975004599999977,3.6210025000000314,0.6927748999999608,3.797286700000029,0.9734859999999799,0.03372839999997268,0.23606820000009066
3.7968230999999832,1.0542798000000175,3.5902626999999825,0.6762123999999972,3.785141699999997,0.9621228000000315,0.03374619999999595,0.23422800000003008
3.964232000000038,1.025020999999981,3.568505700000003,0.6772842999999966,3.7922907000000237,0.9908235999999988,0.03374259999986862,0.2347497000000658
3.7784055000000194,0.9688771000000429,3.6427112999999736,0.6760881000000154,3.776824300000044,0.9604710000000409,0.03375069999992775,0.2647159999999076
3.7516886999999883,1.0151459999999588,3.6356619000000023,0.6804501999999957,4.148383800000033,1.0024996000000215,0.03383980000012343,0.2803321999999753
3.7971617000000037,1.007269899999983,3.6693657000000144,0.6763601000000108,3.75519079999998,0.9677896000000032,0.03373779999992621,0.2350154000000657
3.7475291000000084,0.9641176999999743,3.573177600000008,0.6736433999999463,3.75017459999998,0.984650600000009,0.033737299999984316,0.23448099999995975
3.7803680999999756,0.9682176999999683,3.6015936999999667,0.6795730000000049,3.768699799999979,0.961859000000004,0.03378449999991062,0.23753140000007988
3.76311579999998,0.9695823000000132,3.5850459000000114,0.7191663999999491,3.778153799999984,0.9776681999999823,0.03391369999985727,0.2351490000000922
3.7669066999999927,0.9708589999999617,3.5738526000000093,0.6838189000000057,3.756812200000013,0.9783054999999763,0.033814800000072864,0.23485779999987244
3.7677285000000325,0.986104599999976,3.6841519000000176,0.6743726999999922,3.750392599999998,0.9680352999999968,0.03384809999988647,0.2352435999998761
3.884024899999986,0.9726812999999765,3.5778172999999924,0.6740362999999547,3.7593525999999997,0.9627987999999732,0.03380390000006628,0.24415469999985362
3.8095337000000313,0.9630228999999986,3.5844419000000016,0.6748915000000011,3.792835500000024,0.9849487000000181,0.03378100000008999,0.23613390000014078
3.754167499999994,0.9720525999999836,3.560301299999992,0.7675067999999783,4.149507100000051,0.9635121999999683,0.03413119999981973,0.2361777000000984
3.762455799999998,0.9607286000000386,3.6161680999999817,0.6735979000000043,3.7387385999999196,0.9670452000000296,0.03412950000006276,0.23646030000008977
3.776443900000004,0.9813672000000224,3.5844714000000977,0.6758017999999311,3.7550255999999536,0.9654507999999851,0.03379979999999705,0.24169659999984106
3.771962099999996,0.9637889000000541,3.566702599999985,0.6751708999998982,3.7581477999999606,0.9669853999999987,0.03378079999993133,0.2492416999998568
3.876568700000007,0.9682275999999774,4.050882399999978,0.6866629000001012,3.74390029999995,0.9584879999999885,0.033837000000175976,0.23729240000011487
3.770737699999927,0.9664295000000038,3.6742537000000084,0.6783841999999822,3.8072740000000067,1.0073706000000584,0.033808299999918745,0.2403815999998642
3.742975300000012,0.9675336000000243,3.556636600000047,0.6855326999999534,3.7452193999999963,0.9619453999999905,0.033912199999804216,0.2350658000000294
3.800410100000022,0.9624074999999266,4.103027100000077,0.6874273000000812,3.7719899999999598,1.0502952000000505,0.0337865999999849,0.23541459999978542
3.8075070999999525,0.9682017999999744,3.603792999999996,0.6871798999999328,3.7889539999999897,0.9694331000000602,0.03436850000002778,0.23422389999996085
3.964422200000058,0.9880026000000726,3.8282153000000108,0.6890607000000273,3.759616899999969,0.978992099999914,0.034508299999970404,0.23396009999987655
3.7952635999999984,0.9739395000000286,3.5710318000000143,0.7492804999999407,3.773945499999968,0.9971490000000358,0.03606979999995019,0.25747420000016064
4.393761700000027,1.0563953000000765,3.5658081000000266,0.6763533999999254,3.8233765999999605,0.9881626000000097,0.035280600000078266,0.23404470000014044
3.8209465999999566,0.971167600000058,3.621580999999992,0.6772695000000795,3.9738422000000355,0.9807825999999977,0.03515670000001592,0.23479459999998653
3.737176399999953,0.9649252000000388,3.6042624000000387,0.6820994000000837,3.7297694000000092,1.0268674000000146,0.03510299999993549,0.25003319999996165
3.743867699999896,0.9819944999999279,3.582731200000012,0.6765658999999005,3.7487581999999975,0.9754420000000437,0.03528350000010505,0.24097729999994044
3.828254799999968,0.9635551999999734,3.655760399999963,0.6869209999999839,3.744031599999971,0.972762800000055,0.03510510000000977,0.23408160000008138
